key_mlbam,key_retro,key_fangraphs,name_last,name_first
-1,waltu901,-1,Walters,
431170,reyej002,2797,Reyes,José
111893,callw101,1001850,Callahan,Wese
110781,bedeh101,1000761,Bedell,Howie
817060,summl101,-1,Summers,Lonnie
121619,sagea001,1011369,Sager,A. J.
425786,atchs001,2642,Atchison,Scott
454975,iribh001,4177,Iribarren,Hernán
572971,keucd001,9434,Keuchel,Dallas
-1,kinnb901,-1,Kinnamon,Bill
110417,babis101,1000398,Babitt,Shooty
816553,willl110,-1,Williams,Lonnie
820706,,-1,Andrews,
115242,gullb001,1005136,Gullickson,Bill
643615,zeuct001,19269,Zeuch,T. J.
115317,hairs101,1005212,Hairston,Sam
819897,currr101,-1,Curry,Rube
434567,sotog001,3707,Soto,Geovany
118409,mastp101,1008228,Masterson,Paul
641360,bickp001,18519,Bickford,Phil
624522,thomk002,19795,Thompson,Keegan
121110,reyns001,574,Reynolds,Shane
122797,stilr101,1012537,Stillwell,Ron
686265,johns701,-1,Johnson,Sarah
-1,bradu901,-1,Brady,
113954,ewelg101,1003879,Ewell,George
502457,hayed001,10528,Hayes,Drew
608652,farrl001,15101,Farrell,Luke
114432,fricm101,1004348,Fricano,Marion
448312,millj801,-1,Miller,Josh
118264,manuf101,1008088,Manush,Frank
668684,tullt001,19518,Tully,Tanner
110385,ausmb001,546,Ausmus,Brad
119602,musis101,1009405,Musial,Stan
117660,lejod101,1007508,LeJohn,Don
123340,tietl101,1013063,Tietje,Les
818287,mattj103,-1,Matthews,Jack
816583,willf102,-1,Williams,Fred
118362,martt002,1168,Martinez,Tino
818517,levio101,-1,Levis,Oscar
115276,haase101,1005171,Haas,Eddie
120786,pruit101,1010553,Pruiett,Tex
489242,rhymw001,9802,Rhymes,Will
115972,hinsp101,1005851,Hinson,Paul
112183,chanf101,1002131,Chance,Frank
120583,pilna101,1010353,Pilney,Andy
114182,fiskc001,1004101,Fisk,Carlton
123120,tavea101,1012851,Taveras,Alex
115888,hicke102,1005768,Hickey,Eddie
117638,lehnp101,1007487,Lehner,Paul
117441,lamph101,1007285,Lampe,Henry
116816,kaisb101,1006671,Kaiser,Bob
116202,howad101,1006077,Howard,Doug
119043,mikse101,1008854,Miksis,Eddie
117380,kuzab101,1007226,Kuzava,Bob
503437,berej003,4626,Beresford,James
117036,kibbj101,1006889,Kibble,Jack
434378,verlj001,8700,Verlander,Justin
592743,simma001,10847,Simmons,Andrelton
124392,wilsg002,1014079,Wilson,Gary
660896,alcaj001,19459,Alcalá,Jorge
820775,abrej102,-1,Abreu,Juan
656638,langa001,19883,Lange,Alex
118554,mccat103,1008379,McCarthy,Tommy
122092,shear102,1011837,Shea,Red
-1,parkg901,-1,Parker,George
819477,frazf101,-1,Frazier,Flash
121953,sealj101,1011701,Seale,Johnnie
-1,volte901,-1,Voltz,E. C.
818831,jeffe101,-1,Jefferson,Eddie
465674,cirip001,5278,Ciriaco,Pedro
607216,krehj001,13707,Krehbiel,Joey
119338,morac101,1009146,Moran,Charles
122820,stond102,1012561,Stone,Dean
120597,pirkg001,1010367,Pirkl,Greg
120452,petej001,1010230,Peterek,Jeff
502165,carpa001,9533,Carpenter,Drew
427139,eddid901,-1,Eddings,Doug
118969,merea101,1008781,Merewether,Art
121394,rogom101,1011142,Rogodzinski,Mike
603873,vatzd701,-1,Vatz,David
820423,bradu103,-1,Bradford,
542289,corcd001,9266,Corcino,Daniel
120697,postl101,1010466,Post,Lew
122102,sheej101,1011845,Sheehan,Jack
451256,birkk001,7266,Birkins,Kurt
112745,covic101,1002684,Covington,Chet
678368,bellv001,-1,Bellozo,Valente
119982,olivo001,1009771,Olivares,Omar
686610,waldk003,27681,Waldichuk,Ken
434587,lowed002,3500,Lowery,Devon
-1,kingd101,-1,King,Dolly
115615,haugp101,1005500,Haugstad,Phil
114451,fritc101,1004367,Fritz,Charlie
120238,parkd002,1010014,Parks,Derek
119179,mints001,1008987,Mintz,Steve
114500,gablf101,1004414,Gabler,Frank
115506,harra101,1005393,Harrington,Andy
122672,stanm101,1012415,Stanley,Mickey
454972,sancr002,4170,Sánchez,Rómulo
115472,hargp101,1005362,Hargrave,Pinky
681190,vasqr001,24719,Vásquez,Randy
120556,pierg101,1010328,Pierce,Gracie
592705,rumbn001,14867,Rumbelow,Nick
121849,schnk101,1011596,Schnell,Karl
118952,menom101,1008767,Menosky,Mike
571718,goodb001,12858,Goodwin,Brian
664350,sancs001,19680,Sánchez,Sixto
118518,mcbea101,1008337,McBean,Al
136603,maxwj001,1008288,Maxwell,Jason
427162,fiscb801,-1,Fischer,Brad
408108,sancf001,1624,Sanchez,Freddy
-1,kellj902,-1,Kelley,J. P.
818135,millu102,-1,Millhouse,
123331,tianl101,1013054,Tiant,Luis
817539,rilee101,-1,Rile,Ed
430935,hamec001,4972,Hamels,Cole
113271,dennj101,1003209,Denny,Jerry
818295,matll101,-1,Matlock,Leroy
400083,torra001,1488,Torres,Andrés
113540,dragd101,1003475,Drago,Dick
119617,myerh103,1009422,Myers,Henry
124172,whitd105,1013861,White,Deke
117330,krueo101,1007177,Krueger,Otto
434958,grees004,3001,Green,Sean
693304,gonzn001,27490,Gonzales,Nick
111566,browk003,1001535,Brown,Kevin
119348,mordm001,1385,Mordecai,Mike
115270,gwynt001,1005166,Gwynn,Tony
111933,campm102,1001880,Campbell,Marc
116135,hoovj101,1006009,Hoover,Joe
118443,mattd001,1008261,Mattingly,Don
627894,gohal001,15166,Gohara,Luiz
425532,willj003,1137,Williams,Jerome
676467,gordc001,-1,Gordon,Colton
660546,diazy002,20218,Díaz,Yennsy
623465,phile001,17734,Phillips,Evan
502082,chisl001,7571,Chisenhall,Lonnie
491696,sucrj001,5942,Sucre,Jesús
623993,santa003,14551,Santander,Anthony
818978,holsf102,-1,Holston,Floyd
120161,paddd102,1009942,Padden,Dick
124127,weves101,1013819,Wever,Stefan
122060,shanb102,1011804,Shantz,Bobby
816762,walkr103,-1,Walker,R. T.
112641,coomr001,816,Coomer,Ron
543343,hultd001,12874,Hultzen,Danny
820044,coacj110,-1,Coachman,James
121590,ryanj103,1011337,Ryan,Jack
119872,nuxhj101,1009665,Nuxhall,Joe
116849,karpr001,1006707,Karp,Ryan
122203,shult101,1011942,Shultz,Toots
110070,adamm101,1000058,Adamson,Mike
816441,,-1,Young,
642211,willj006,15490,Williams,Justin
113553,dreeb101,1003487,Dreesen,Bill
818715,johnw103,-1,Johnston,Wade
121768,schab103,1011515,Schaller,Walter
113068,daubh101,1003004,Daubert,Harry
501822,hatcc002,3299,Hatcher,Chris
123702,verbj101,1013407,Verbanic,Joe
460092,leroc001,7645,Leroux,Chris
823823,wisel701,-1,Wiser,Lauren
471822,diazj005,3397,Díaz,Jumbo
-1,,-1,Chandler,Happy
817728,pipkd101,-1,Pipkins,Diamond
150016,coffi001,1002390,Coffie,Ivanon
819046,hernr104,-1,Hernández,Ramón
430635,johnm005,1868,Johnston,Mike
115552,harth101,1005446,Hart,Hub
116785,judej001,1006643,Juden,Jeff
430591,gimeh001,2172,Giménez,Héctor
203719,leclg101,1007442,LeClair,George
114636,garrf101,1004550,Garrison,Ford
115154,griga101,1005055,Griggs,Art
115282,hachi101,1005177,Hach,Irv
119837,normf101,1009632,Norman,Fred
116832,kanej103,1006691,Kane,John
608422,godoj001,15808,Godoy,José
-1,ocona901,-1,O'Connor,Arthur
112909,cubbm101,1002846,Cubbage,Mike
820433,bowel101,-1,Bowers,Lefty
121530,ruckn101,1011281,Rucker,Nap
118602,mccob104,1008410,McCormick,Barry
133420,gipsc001,1078,Gipson,Charles
702674,danac001,-1,Dana,Caden
819908,cunnh101,-1,Cunningham,Harry
408252,philb001,791,Phillips,Brandon
121362,rodrr001,1011110,Rodriguez,Rick
-1,schwh902,-1,Schwarz,Hank
115415,hanec001,192,Haney,Chris
456696,hernd002,4259,Hernandez,David
119227,mohlk101,1009032,Mohler,Kid
123281,thomu101,1013006,Thompson,Frank
425496,rossc001,1760,Ross,Cody
122464,smitv101,1012213,Smith,Vinnie
119974,olead101,1009766,O'Leary,Dan
676882,seagc002,23552,Seagle,Chandler
110674,bated101,1000657,Bates,Del
820412,bradp101,-1,Bradley,Provine
136585,tessj001,851,Tessmer,Jay
817861,parkh102,-1,Parker,Harrison
820265,burnt102,-1,Burnett,Tex
112273,chrij101,1002213,Christopher,Joe
121440,rootc101,1011188,Root,Charlie
120189,palmm101,1009976,Palm,Mike
117016,kernr101,1006869,Kerns,Russ
110613,barrj103,1000596,Barrett,Jimmy
124630,wylir101,1014306,Wylie,Ren
112519,collr102,1002465,Collins,Bob
114222,flatj101,1004140,Flater,Jack
816463,wrigg104,-1,Wright,George
820180,carlm101,-1,Carlisle,Matt
119587,murrr103,1009397,Murray,Red
344924,jacqt001,1006332,Jacquez,Thomas
123460,tresm101,1013178,Tresh,Mike
122953,sullj106,1012699,Sullivan,John
676113,deloz001,-1,DeLoach,Zach
429421,portc002,1725,Porter,Colin
115211,grunk001,1005108,Grundt,Ken
120315,pavlr001,1010087,Pavlik,Roger
430668,hairs001,1926,Hairston,Scott
119072,mille101,1008895,Miller,Elmer
123756,vosbe001,1426,Vosberg,Ed
123748,voisb101,1013448,Voiselle,Bill
114306,fordt102,1004224,Ford,Ted
818520,leonb101,-1,Leonard,Buck
114884,goebe101,1004796,Goebel,Ed
120732,powej104,1010499,Powers,Jim
115318,haisj101,1005213,Haislip,Jim
818771,johnb114,-1,Johnson,Buster
457122,cherr001,5188,Cherry,Rocky
112792,crans102,1002734,Crane,Sam
124613,wrigt102,1014296,Wright,Taffy
458913,youne003,7158,Young,Eric
572703,bardl001,14288,Bard,Luke
115391,hammc001,92,Hammond,Chris
116361,hustb101,1006232,Husting,Bert
677595,maurr002,23698,Mauricio,Ronny
120635,podbb101,1010404,Podbielan,Bud
115225,guesw101,1005121,Guese,Whitey
116671,jonec002,1006539,Jones,Chris
-1,medaw901,-1,Medart,William
542642,lirir001,4779,Liriano,Rymer
133228,edmob001,1003677,Edmondson,Brian
621294,hellb001,15100,Heller,Ben
819542,fifej101,-1,Fifer,John
119266,montj002,1009071,Montgomery,Jeff
123316,thoro101,1013040,Thornton,Otis
150041,nortp001,1714,Norton,Phil
114999,gowel101,1004905,Gowell,Larry
622703,herrr001,15688,Herrera,Ronald
113189,decks001,1003129,Decker,Steve
119344,moras101,1009154,Moran,Sam
113026,damij001,871,D'Amico,Jeff
116524,jenkj102,1006390,Jenkins,Joe
-1,tighe901,-1,Tighe,Ed
110935,berrj103,1000906,Berry,Joe
642350,sirij001,17452,Siri,José
818982,holls102,-1,Holly,Stamp
430886,dallb001,1920,Dallimore,Brian
543045,conla001,14457,Conley,Adam
117310,kremj101,1007157,Kremmel,Jim
116194,hovls101,1006068,Hovley,Steve
657209,deetd001,16687,Deetz,Dean
820594,barnb105,-1,Barnes,Bill
641513,demet001,15958,Demeritte,Travis
657140,wrigk001,19665,Wright,Kyle
209063,stowc001,1012588,Stowers,Chris
818421,lowek110,-1,Lowe,Kid
684900,patts701,-1,Patti,Sarah
123999,weatr101,1013692,Weatherly,Roy
123092,tappe101,1012826,Tappe,El
820002,cookc102,-1,Cook,Cornelius
819505,forcb101,-1,Force,Bill
818914,,-1,Hunter,Tom
113651,duram001,1003583,Durant,Mike
124693,yound001,505,Young,Dmitri
121193,ridzs101,1010950,Ridzik,Steve
679775,backk001,-1,Backhus,Kyle
114651,gastm101,1004567,Gaston,Milt
816644,whitu101,-1,Whitlock,Charlie
114248,flooc101,1004165,Flood,Curt
122658,stanl101,1012400,Stange,Lee
119963,ojalk001,1009755,Ojala,Kirt
112995,dails101,1002930,Dailey,Sam
119997,olmsa101,1009785,Olmsted,Al
124288,willb002,857,Williams,Bernie
123029,swarm101,1012767,Swartz,Monty
592848,weisz001,15444,Weiss,Zack
150159,rands001,1655,Randolph,Steve
110701,baump101,1000684,Baumann,Paddy
122061,shanb101,1011803,Shantz,Billy
119557,murph101,1009364,Murphy,Howard
621399,feigb001,-1,Feigl,Brady
116253,hubeo101,1006126,Huber,Otto
120450,peskj101,1010219,Pesky,Johnny
430930,lewif001,4693,Lewis,Fred
676775,winnk001,23499,Winn,Keaton
110252,ander101,1000240,Anderson,Rick
465705,harmb001,5312,Harman,Brad
670764,wallt003,22458,Walls,Taylor
820111,chacp101,-1,Chacón,Pelayo
656467,gittc001,18482,Gittens,Chris
664285,valdf001,17295,Valdez,Framber
118363,martd002,1008160,Martinez,Dave
113821,ellis101,1003753,Ellis,Sammy
117323,krocg101,1007169,Krock,Gus
117745,lewib101,1007577,Lewis,Bill
218894,padiv001,964,Padilla,Vicente
431164,johnt002,3404,Johnson,Tyler
642137,thomc003,19828,Thomas,Cody
118590,mccos101,1008408,McConnell,Sam
682254,montm003,-1,Montgomery,Mason
340393,gloar001,1538,Gload,Ross
111283,bowdt101,1001245,Bowden,Tim
124174,whith101,1013877,White,Hal
116174,houcb101,1006048,Houck,Byron
820727,allet101,-1,Allen,Todd
117880,lombe101,1007718,Lombardi,Ernie
123328,thurb101,1013050,Thurman,Bob
121706,satrt101,1011454,Satriano,Tom
818288,mattj104,-1,Matthews,Jesse
427508,thors701,-1,Thornley,Stew
118538,mccaw102,1008359,McCall,Windy
671976,petet002,-1,Peters,Tristan
113458,donof101,1003396,Donovan,Fred
817017,taylj105,-1,Taylor,Candy Jim
124238,wiedc101,1013924,Wiedemeyer,Charlie
120302,pattj101,1010073,Pattison,Jimmy
435078,ariaj001,3817,Arias,Joaquín
122028,sextf101,1011772,Sexton,Frank
-1,taylj101,1012879,Taylor,Jack
119486,mulch101,1009289,Mulcahy,Hugh
120598,pirtg101,1010368,Pirtle,Gerry
123680,veaca101,1013387,Veach,Al
114199,fitzp101,1004118,Fitzke,Paul
122423,smitk102,1012170,Smith,Ken
571616,dermm001,14844,Dermody,Matt
819234,haddj101,-1,Haddad,José
112749,cowab101,1002688,Cowan,Billy
122602,splip001,1012346,Splittorff,Paul
119980,olivt102,1009772,Oliva,Tony
451216,wilsb001,6485,Wilson,Brian
113452,donnc001,1396,Donnels,Chris
118741,mcgub001,1008552,McGuire,Bill
110868,benne001,1000839,Bennett,Erik
114702,georg101,1004620,George,Charles
111212,boolr101,1001182,Booles,Red
121890,schuj101,1011639,Schultz,Joe
115875,heuse101,1005756,Heusser,Ed
-1,jordh901,-1,Jordan,Harold
122965,sulls102,1012712,Sullivan,Suter
116502,jatap101,1006368,Jata,Paul
122931,suggg101,1012673,Suggs,George
119612,myatg101,1009414,Myatt,Glenn
-1,bremn901,-1,Bremigan,Nick
114928,gonzj003,1711,González,Geremi
111705,burgs101,1001665,Burgess,Smoky
206551,moram002,157,Mora,Melvin
117322,krivr001,1007168,Krivda,Rick
119469,moyej001,1091,Moyer,Jamie
427243,hudsm901,-1,Hudson,Marvin
122419,smitj102,1012159,Smith,Jack
111781,burtd001,1001739,Burtt,Dennis
112148,cavep101,1002095,Cavet,Pug
114099,fewsc101,1004020,Fewster,Chick
435404,rabej001,3007,Rabe,Josh
110465,bakec102,1000445,Baker,Charlie
-1,mayet101,-1,Mayer,Ted
116000,hockd001,730,Hocking,Denny
114478,fullh101,1004393,Fuller,Harry
346847,beimj001,979,Beimel,Joe
115499,harrs103,1005391,Harrell,Slim
820414,bradf103,-1,Brady,Farmer
430653,knoej001,2223,Knoedler,Justin
554431,matzt001,10058,Matzek,Tyler
820378,bronu101,-1,Bronson,
114932,gonzj002,1251,González,Juan
123321,thrab101,1013045,Thrasher,Buck
123288,thomj001,1013014,Thompson,Jason
112143,causr101,1002090,Causey,Red
805673,mattz001,31827,Matthews,Zebby
110300,aragj101,1000287,Aragón,Jack
624419,ciufn001,16291,Ciuffo,Nick
113027,dammb101,1002962,Dammann,Bill
117110,kirbc101,1006960,Kirby,Clay
656775,mullc002,17929,Mullins,Cedric
113611,dulib101,1003546,Duliba,Bob
120264,pascb102,1010036,Paschal,Ben
621261,oswac001,13677,Oswalt,Corey
817825,pearl102,-1,Pearson,Lennie
110183,alomr001,860,Alomar,Roberto
580621,gisot901,-1,Gisondi,Tony
117402,lades101,1007247,Ladew,Steve
121503,rowed101,1011253,Rowe,Don
690993,keitc001,27899,Keith,Colt
427402,poncl901,-1,Poncino,Larry
112331,clarc101,1002272,Clark,Cap
676395,garcr008,23363,Garcia,Robert
123355,tinsl001,1013077,Tinsley,Lee
-1,scheg801,-1,Scherger,George
671010,murpb801,-1,Murphy,Bill
111484,britj103,1001450,Britt,Jim
113095,davil101,1003066,Davis,Lefty
114310,foreh101,1004230,Foreman,Happy
121634,salis101,1011381,Salisbury,Solly
118619,mccuc101,1008435,McCullough,Clyde
-1,burlf901,-1,Burlingame,Frank
112528,colpd101,1002473,Colpaert,Dick
457918,happj001,7410,Happ,J. A.
446367,putkl001,6736,Putkonen,Luke
114185,fittp101,1004104,Fittery,Paul
124054,weisw001,1013748,Weiss,Walt
605195,crick001,13182,Crick,Kyle
112165,chadr001,1002111,Chadwick,Ray
123102,tateh101,1012835,Tate,Hughie
117485,lannj101,1007328,Lanning,Johnny
408057,jenkb001,8645,Jenks,Bobby
117152,klimr101,1007001,Klimkowski,Ron
113305,devec101,1003241,Devens,Charlie
111138,bockr001,1001110,Bockus,Randy
113259,demod101,1003197,DeMola,Don
111039,blacb101,1001006,Black,Bud
112324,clarp102,1002301,Clark,Harry
114585,garcd101,1004499,Garcia,Danny
467070,herre001,5432,Herrera,Elián
-1,mccru902,-1,McCrum,Fred
117581,leact001,1007427,Leach,Terry
429360,gilfj001,1710,Gilfillan,Jason
820267,burrs101,-1,Burris,Samuel
122209,siebn101,1011949,Siebern,Norm
113318,devoa101,1003253,DeVormer,Al
116959,kellb002,1006815,Kelly,Roberto
120122,otteb101,1009903,Otterson,Billy
114469,fuenm101,1004383,Fuentes,Miguel
111506,bronh101,1001467,Bronkie,Herman
118725,mcgrj102,1008543,McGraw,John
115205,grubj001,1005103,Grubb,Johnny
114421,frenl101,1004338,French,Larry
605182,clevm001,12808,Clevinger,Mike
427204,haled801,-1,Hale,DeMarlo
433579,dankj001,6329,Danks,John
819754,dixog101,-1,Dixon,George
111713,burkc101,1001672,Burkam,Chauncey
121312,robif101,1011065,Robinson,Fred
118747,mchab101,1008560,McHale,Bob
123129,taylc101,1012864,Taylor,Chuck
420672,seibp001,1905,Seibel,Phil
-1,deegb901,-1,Deegan,Bill
819236,hairh101,-1,Hairston,Harold
817202,,-1,Smith,Dode
-1,burnj901,-1,Burns,John
110104,albag001,1000100,Alba,Gibson
114899,goldh101,1004810,Goldsmith,Hal
116826,kammb101,1006682,Kammeyer,Bob
502133,carda001,9514,Cardenas,Adrian
110329,arndh101,1000315,Arndt,Harry
-1,noblj101,-1,Noble,Juan
671131,rutlj002,26215,Rutledge,Jackson
113115,davij104,1003057,Davis,Jacke
820428,boydf102,-1,Boyd,Fred
115591,hasnp101,1005476,Hasney,Pete
121757,schag101,1011506,Schaefer,Germany
121065,renfe101,1010829,Renfer,Erwin
112936,cummj101,1002873,Cummings,Jack
687221,rushd001,-1,Rushing,Dalton
123372,toddf101,1013095,Todd,Frank
113889,erstd001,11,Erstad,Darin
-1,smite901,-1,Smith,Eb
123423,towng101,1013144,Townsend,George
110920,bernj101,1000892,Bernhardt,Juan
534576,schlg001,12321,Schlosser,Gus
118639,mcdot101,1008468,McDonald,Tex
452241,mockg001,7335,Mock,Garrett
112586,connj106,1002528,Connor,Jim
817374,sante102,-1,Santa Cruz,Esteban
123208,tesrj101,1012936,Tesreau,Jeff
119698,nelsa101,1009496,Nelson,Andy
123402,torge101,1013124,Torgeson,Earl
120492,pfefj101,1010264,Pfeffer,Jeff
123598,valdr102,1013318,Valdes,Roy
113025,damaj101,1002959,Damaska,Jack
663799,terrc001,18881,Terry,Curtis
114818,gilmg101,1004733,Gilmore,Grover
110959,bettj001,1000930,Bettendorf,Jeff
519144,porcr001,2717,Porcello,Rick
816558,willl105,-1,Williams,Lefty
123306,thomw102,1013031,Thompson,Will
120017,oneim102,1009817,O'Neil,Mickey
501994,bensj001,2845,Benson,Joe
122939,sullj110,1012694,Sullivan,Jackie
431159,shopk001,3867,Shoppach,Kelly
113340,dickb101,1003271,Dickey,Bill
119743,newma001,1009539,Newman,Al
116080,hollh101,1005959,Hollingshead,Holly
820263,burtb101,-1,Burton,Bill
121138,riceh102,1010896,Rice,Hal
445590,stule002,8011,Stults,Eric
817823,peacw101,-1,Peace,Warren
121738,scals101,1011488,Scalzi,Skeeter
123253,thomb103,1012967,Thomas,Bud
819378,gilla101,-1,Gilliard,Arthur
605672,rehaj901,-1,Rehak,Jeremie
114674,gedej102,1004590,Gedeon,Elmer
818632,kempg101,-1,Kemp,Gabby
111983,cardc101,1001939,Cardinal,Randy
607068,reedc001,12801,Reed,Chris
120863,rachs101,1010627,Rachunok,Steve
110691,battj102,1000672,Battin,Joe
119746,newmj001,1009543,Newman,Jeff
122130,sheru101,1011870,Sheridan,
819366,godim101,-1,Godínez,Manuel
122314,slatj101,1012055,Slattery,Jack
435263,mccab002,4810,McCann,Brian
113811,ellij103,1003741,Elliott,Jumbo
820398,brazc101,-1,Brazelton,Clarkson
117255,koosj001,1007103,Koosman,Jerry
121296,robeb101,1011024,Robertson,Bob
113779,eichj001,1003711,Eichelberger,Juan
118848,mcnat101,1008661,McNamara,Tim
123998,weafk101,1013691,Weafer,Ken
110283,annib101,1000271,Annis,Bill
445971,woodt003,3775,Wood,Tim
819373,gipsa101,-1,Gipson,Alvin
424164,saark001,1516,Saarloos,Kirk
112927,culln101,1002864,Cullop,Nick
114265,flyne101,1004183,Flynn,Ed
121340,rockp101,1011092,Rockett,Pat
122040,shafj101,1011782,Shaffer,John
114519,gainj001,1004433,Gainer,Jay
-1,stewj901,-1,Stewart,John
115435,hansa101,1005323,Hansen,Andy
543334,houst002,9121,House,T. J.
111889,callj102,1001843,Callahan,Joe
119891,obrie101,1009690,O'Brien,Eddie
-1,dalej901,-1,Dale,Jerry
120894,rajsd101,1010658,Rajsich,Dave
817431,rossr101,-1,Ross,Ralph
663738,lyncd001,21537,Lynch,Daniel
114660,gaulm101,1004576,Gaule,Mike
121730,sax-d001,1011479,Sax,Dave
110269,andrj101,1000256,Andrews,John
114108,fielg101,1004027,Fields,George
117378,kutym101,1007224,Kutyna,Marty
120283,pattc101,1010056,Patten,Casey
114562,gandb101,1004477,Gandy,Bob
116950,kellj102,1006804,Kelly,Joe
492699,waltj801,-1,Waltz,John
543518,mcgos001,12056,McGough,Scott
672552,olouj001,-1,O'Loughlin,Jack
122741,stenj101,1012485,Stenzel,Jake
118300,marqj101,1008121,Marquis,Jim
112547,comsr101,1002492,Comstock,Ralph
111011,birmj101,1000983,Birmingham,Joe
119326,moorb002,1009093,Moore,Bill
115529,harrl001,1394,Harris,Lenny
119481,muelb101,1009277,Mueller,Bill
114240,flett101,1004156,Fletcher,Tom
136422,michc001,1415,Michalak,Chris
695534,pettc002,-1,Petty,Chase
694376,whits003,-1,Whitcomb,Shay
817889,paget101,-1,Page,Ted
121624,stcle101,1012442,St. Claire,Ebba
111612,brubb102,1001572,Brubaker,Bruce
124388,wilse001,858,Wilson,Enrique
112759,cox-j101,1002702,Cox,Jeff
122743,stepb103,1012488,Stephens,Bryan
116326,huntb002,562,Hunter,Brian
608577,mazan001,14553,Mazara,Nomar
110902,bergj103,1000871,Berger,Joe
817175,smitm106,-1,Smith,Milton
453256,rodre003,6870,Rodríguez,Eddy
819781,diall101,-1,Dials,Lou
110816,belld002,1108,Bell,David
519043,moorm003,1890,Moore,Matt
119572,murpt101,1009376,Murphy,Tom
408039,tagus001,1186,Taguchi,So
116875,keart101,1006730,Kearns,Tom
817415,royec101,-1,Royer,Carlos
120288,pattg101,1010061,Patterson,Gil
123007,sutte101,1012746,Sutton,Ezra
820506,biraj101,-1,Biran,Jack
117554,lawlt001,1007394,Lawless,Tom
817128,spenz101,-1,Spencer,Zack
110860,beniy001,1000834,Benítez,Yamil
408195,peart001,487,Pearson,Terry
115659,headr101,1005543,Head,Ralph
118034,lyncm102,1007866,Lynch,Mike
113384,dipib101,1003319,DiPietro,Bob
124276,wilkt101,1013962,Wilks,Ted
116779,joycb101,1006633,Joyce,Bill
121497,rouse101,1011247,Roush,Edd
114733,getzp101,1004649,Getzien,Pretzels
110425,badgr101,1000406,Badgro,Red
-1,bergf101,-1,Berger,Fred
119625,myerh101,1009421,Myers,Hap
124441,wincs001,1014120,Winchester,Scott
121387,rogel101,1011136,Rogers,Lee
458587,emaub001,2020,Emaus,Brad
607680,pillk001,12434,Pillar,Kevin
656509,harrm003,17216,Harrison,Monte
122919,stynn101,1012661,Stynes,Neil
660271,ohtas001,19755,Ohtani,Shohei
124030,weedb101,1013724,Weeden,Bert
666922,aguir002,19967,Aguilar,Ryan
118566,mccaa101,1008384,McCauley,Al
519208,robic001,6908,Robinson,Clint
112147,cavei101,1002094,Caveney,Ike
118555,mccam001,1008381,McCarthy,Tom
113229,delej001,1003168,DeLeón,José
819175,harru101,-1,Harrington,
118450,matuh101,1008270,Matuzak,Harry
110543,bantj101,1000520,Banta,Jack
114648,gaste101,1004564,Gastfield,Ed
117932,louda101,1007765,Loudell,Art
-1,hubbj801,-1,Hubbard,Jack
110078,adkid102,1000074,Adkins,Merle
669127,langs001,25816,Langeliers,Shea
676130,buttj001,23313,Buttó,José
435500,giesd001,2656,Giese,Dan
819674,dupum101,-1,Dupuis,Murray
123713,versz101,1013417,Versalles,Zoilo
122204,shumh101,1011944,Shuman,Harry
117940,lovet101,1007772,Lovelace,Tom
119803,nillr101,1009600,Nill,George
117955,lowed001,199,Lowe,Derek
819301,granl101,-1,Grant,Leroy
118658,mcdor001,1008475,McDowell,Roger
819768,diazf101,-1,Díaz,Fernando
122162,shint101,1011903,Shinnick,Tim
110562,bargg001,1000540,Bargar,Greg
818583,kylea102,-1,Kyle,Andy
120374,penaj101,1010148,Peña,José
114736,gharp101,1004652,Gharrity,Patsy
117952,lowdg101,1007784,Lowdermilk,Grover
-1,sterp901,-1,Steinberg,Paul
121591,ryanb102,1011334,Ryan,Buddy
121891,schub103,1011626,Schultz,Bob
115528,harrj102,1005420,Harris,Joe
817043,talbd101,-1,Talbert,Danger
121207,rikac101,1010963,Rikard,Culley
119772,nicho101,1009565,Nicholson,Ovid
117748,lezcc101,1007592,Lezcano,Carlos
124088,wents101,1013780,Wentzel,Stan
474521,tolls002,10481,Tolleson,Shawn
121310,robif102,1011064,Robinson,Floyd
-1,davim801,-1,Davidson,Mordecai
122158,shing101,1011898,Shinault,Ginger
120078,ortib101,1009858,Ortiz,Oliverio
117675,lenne101,1007526,Lennon,Ed
123241,thomd101,1012970,Thomas,Dan
113507,dowds101,1003442,Dowd,Snooks
571697,genns001,10339,Gennett,Scooter
817985,neilr101,-1,Neil,Ray
607111,wilsj005,13254,Wilson,Jacob
116036,hoffj102,1005909,Hoffmeister,Jesse
818142,millh104,-1,Miller,Henry
120022,oneit101,1009821,O'Neill,Tip
819369,glasc101,-1,Glass,Carl
430101,cordc001,1816,Cordero,Chad
111086,blass101,1001058,Blass,Steve
119545,murpd001,1009355,Murphy,Dale
124682,yoste101,1014357,Yost,Eddie
116514,jeffj101,1006380,Jefferson,Jesse
110116,alcos101,1000112,Alcock,Scotty
460654,millj003,3104,Miller,Jason
687924,aguij002,-1,Aguiar,Julian
112968,curth101,1002903,Curtis,Harry
123270,thome101,1012972,Thomason,Erskine
449072,mcclk001,4845,McClellan,Kyle
115497,harrt001,1005384,Harrah,Toby
818480,lisbm101,-1,Lisby,Mo
115569,hartf101,1005454,Hartman,Fred
122857,strad002,1012596,Strange,Doug
460067,crowt001,3402,Crowe,Trevor
116071,hollm101,1005951,Holland,Mul
819082,hendb105,-1,Henderson,Bunk
116404,irvie101,1006274,Irwin,Bill
